ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
DE000C8BTJM3,VO3,VOW3,DE0007664039,EUR,OPT,20201218,140,Call,VO3 SI 20201218 PS AM C 140.00 0,2,1569097,2020-11-24,08:02,13.15,13.15,13.15,13.15,5,1
DE000P8BXTK3,BMW,BMW,DE0005190003,EUR,OPT,20201218,60,Put,BMW SI 20201218 PS AM P 60.00 0,5,1584046,2020-11-24,08:02,0.12,0.12,0.12,0.12,1,1
DE000C0JY9J4,FME,FME,DE0005785802,EUR,OPT,20211217,68,Call,FME SI 20211217 PS AM C 68.00 0,3,2177353,2020-11-24,08:02,8.5,8.5,8.5,8.5,1,1
DE000C0K3C50,NESN,NESN,CH0038863350,CHF,OPT,20211217,92,Put,NESN SI 20211217 PS AM P 92.00 0,5,2183222,2020-11-24,08:02,3.55,3.55,3.55,3.55,10,1
DE000C1JUFE4,FEXD,,,EUR,FUT,20271217,,,FEXD SI 20271217 CS,,2848338,2020-11-24,08:02,87.3,87.3,87.3,87.3,10,1
DE000C1KQ5M2,FMCN,MCN,XC000A1XQ6B0,USD,FUT,20201221,,,FMCN SI 20201221 CS,,2877028,2020-11-24,08:02,1189,1189,1188.7,1188.7,3,3
DE000C2F1AE3,OESX,SX5E,EU0009658145,EUR,OPT,20210618,3000,Put,OESX SI 20210618 CS EU P 3000 0,1,3253758,2020-11-24,08:02,79,79,79,79,2,1
DE000C2FGCA4,NESN,NESN,CH0038863350,CHF,OPT,20210618,100,Put,NESN SI 20210618 PS AM P 100.00 0,5,3270356,2020-11-24,08:02,4.8,4.8,4.8,4.8,5,1
DE000C2NY3V4,CON,CON,DE0005439004,EUR,OPT,20201218,92,Put,CON SI 20201218 PS AM P 92.00 0,2,3437868,2020-11-24,08:02,0.4,0.4,0.4,0.4,10,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:02,3500,3501,3496,3496,2281,212
DE000C23QC09,FEXD,,,EUR,FUT,20281215,,,FEXD SI 20281215 CS,,3680985,2020-11-24,08:02,86.1,86.1,86.1,86.1,10,1
DE000C31Y1X2,FESX,SX5E,EU0009658145,EUR,FUT,20210319,,,FESX SI 20210319 CS,,3906005,2020-11-24,08:02,3481,3481,3481,3481,1,1
DE000C32CUW2,NESN,NESN,CH0038863350,CHF,OPT,20201218,108,Call,NESN SI 20201218 PS AM C 108.00 0,5,3923057,2020-11-24,08:02,0.1,0.1,0.1,0.1,25,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:02,151.2,151.21,151.2,151.21,78,24
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:02,175.28,175.3,175.27,175.3,2098,234
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:02,135.42,135.42,135.42,135.42,2059,54
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:02,112.345,112.345,112.34,112.345,3114,7
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:02,225.92,226.04,225.88,226.04,77,41
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:02,169.96,169.98,169.96,169.98,288,48
DE000C47BPV4,F2MX,MDAX,DE0008467416,EUR,FUT,20201218,,,F2MX SI 20201218 CS,,5035767,2020-11-24,08:02,29247,29247,29242,29242,3,3
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:02,13259,13261.5,13245,13250,223,158
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:02,13260,13261,13246,13250,193,130
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:02,73.6,73.6,73.4,73.4,73,8
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:02,10509,10510,10497,10499,206,110
DE000C47BW79,FSTB,SX7P,EU0009658806,EUR,FUT,20201218,,,FSTB SI 20201218 CS,,5035983,2020-11-24,08:02,109.1,109.1,109,109,13,3
DE000C47BW95,FSTE,SXEP,EU0009658780,EUR,FUT,20201218,,,FSTE SI 20201218 CS,,5035985,2020-11-24,08:02,235,235,234.7,234.7,232,16
DE000C47BWF3,FSTM,SXMP,EU0009658640,EUR,FUT,20201218,,,FSTM SI 20201218 CS,,5035991,2020-11-24,08:02,276.6,276.6,276.6,276.6,1,1
DE000C47BWJ5,FSTR,SXRP,CH0019112553,EUR,FUT,20201218,,,FSTR SI 20201218 CS,,5035994,2020-11-24,08:02,395.1,395.1,395.1,395.1,1,1
DE000C47BWM9,FSTU,SX6P,EU0009658962,EUR,FUT,20201218,,,FSTU SI 20201218 CS,,5035997,2020-11-24,08:02,376,376,376,376,1,1
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:02,391.8,391.9,391.4,391.4,111,18
DE000C47TGH4,LHA,LHA,DE0008232125,EUR,OPT,20210319,11,Call,LHA SI 20210319 PS AM C 11.00 0,3,5054034,2020-11-24,08:02,0.72,0.72,0.72,0.72,1,1
DE000C48LHN5,VO3E,VOW3,DE0007664039,EUR,OPT,20210319,150,Put,VO3E SI 20210319 PS EU P 150.00 0,1,5086899,2020-11-24,08:02,10.6,10.6,10.6,10.6,1,1
DE000C48PXA0,OESX,SX5E,EU0009658145,EUR,OPT,20210319,3500,Call,OESX SI 20210319 CS EU C 3500 0,1,5088117,2020-11-24,08:02,133.7,133.7,133.7,133.7,16,1
DE000C5AH150,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20201216,,,FVS SI 20201216 CS,,5137979,2020-11-24,08:02,20.85,20.9,20.85,20.9,45,8
DE000C5E7FM0,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20210120,,,FVS SI 20210120 CS,,5256489,2020-11-24,08:02,21.65,21.7,21.65,21.7,15,4
DE000C5GTXC0,FGBM,,,EUR,FUT,20210308,,,FGBM SI 20210308 PS,,5315924,2020-11-24,08:02,135.29,135.29,135.29,135.29,1,1
DE000C5J1QT0,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3425,Put,OESX SI 20201218 CS EU P 3425 0,1,5338899,2020-11-24,08:02,41.8,41.8,41.8,41.8,1,1
DE000C5M12X9,OESX,SX5E,EU0009658145,EUR,OPT,20210115,3475,Call,OESX SI 20210115 CS EU C 3475 0,1,5430131,2020-11-24,08:02,109.2,109.2,109.2,109.2,2,1
DE000C5M6X65,DPW,DPW,DE0005552004,EUR,OPT,20210319,44,Call,DPW SI 20210319 PS AM C 44.00 0,1,5436872,2020-11-24,08:02,0.6,0.6,0.6,0.6,1,1
DE000C5PB193,CFR,CFR,CH0210483332,CHF,OPT,20210319,54,Put,CFR SI 20210319 PS AM P 54.00 0,1,5500559,2020-11-24,08:02,0.32,0.32,0.32,0.32,10,1
DE000C5QKVS8,OGBL,FGBL,DE0009652644,EUR,OPT,20210219,177.5,Put,OGBL SI 20210219 PS AM P 177.50 0,1,5521113,2020-11-24,08:02,1.26,1.26,1.26,1.26,100,1
DE000C5R25C4,OMSX,SX5E,EU0009658145,EUR,OPT,20201130,3400,Put,OMSX SI 20201130 CS EU P 3400 0,1,5561095,2020-11-24,08:02,5,5,5,5,300,2
DE000C5SV3D7,CON,CON,DE0005439004,EUR,OPT,20201218,98,Put,CON SI 20201218 PS AM P 98.00 0,2,5604375,2020-11-24,08:02,0.43,0.43,0.43,0.43,20,1
DE000C5T17Y1,HOLN,HOLN,CH0012214059,CHF,OPT,20201218,48.5,Call,HOLN SI 20201218 PS AM C 48.50 0,1,5611128,2020-11-24,08:02,0.56,0.56,0.56,0.56,1,1
DE000C5W36F4,BAY,BAY,DE000BAY0017,EUR,OPT,20210115,48.5,Call,BAY SI 20210115 PS AM C 48.50 0,2,5701649,2020-11-24,08:02,2,2,2,2,1,1
DE000C5W5T20,DB1E,DB1,DE0005810055,EUR,OPT,20210115,145,Call,DB1E SI 20210115 PS EU C 145.00 0,1,5704662,2020-11-24,08:02,1.25,1.25,1.25,1.25,1,1
DE000C5X3XG1,OES4,SX5E,EU0009658145,EUR,OPT,20201127,3500,Put,OES4 SI 20201127 CS EU P 3500 0,1,5733468,2020-11-24,08:02,22,22,22,22,1,1
DE000C5YEZY4,UBSN,UBSN,CH0244767585,CHF,OPT,20210917,16,Call,UBSN SI 20210917 PS AM C 16.00 0,8,5770073,2020-11-24,08:02,0.25,0.25,0.25,0.25,1,1
DE000C5Z4NX3,HOLN,HOLN,CH0012214059,CHF,OPT,20210115,50,Call,HOLN SI 20210115 PS AM C 50.00 0,1,5787140,2020-11-24,08:02,0.49,0.49,0.49,0.49,6,1
DE000C5ZSQR4,NES2,NESN,CH0038863350,CHF,OPT,20201211,98,Put,NES2 SI 20201211 PS AM P 98.00 0,1,5806219,2020-11-24,08:02,0.3,0.3,0.3,0.3,1,1
DE000C0YXLS7,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3400,Call,OESX SI 20201218 CS EU C 3400 0,1,27248,2020-11-24,08:03,132,132,132,132,5,1
DE000C0YCAW6,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3500,Call,OESX SI 20201218 CS EU C 3500 0,1,27250,2020-11-24,08:03,64,64,64,64,1,1
DE000C0YCL13,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3600,Call,OESX SI 20201218 CS EU C 3600 0,1,27252,2020-11-24,08:03,21.5,21.5,21.5,21.5,100,3
DE000P8BM629,ODAX,DAX,DE0008469008,EUR,OPT,20201218,11000,Put,ODAX SI 20201218 CS EU P 11000 0,1,1549612,2020-11-24,08:03,15,15,15,15,10,1
DE000C8BR961,SIRB,SIRB,DE000A2QC9Y2,EUR,OPT,20201218,120,Call,SIRB SI 20201218 PS AM C 120.00 0,1,1566541,2020-11-24,08:03,6.8,6.8,6.8,6.8,2,1
DE000P8B9485,ODAX,DAX,DE0008469008,EUR,OPT,20201218,7000,Put,ODAX SI 20201218 CS EU P 7000 0,1,1611367,2020-11-24,08:03,0.4,0.4,0.4,0.4,1,1
DE000C0L4GB4,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13000,Put,ODAX SI 20201218 CS EU P 13000 0,1,2207007,2020-11-24,08:03,178.5,178.5,178.5,178.5,1,1
DE000C1JX5N4,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3450,Put,OESX SI 20201218 CS EU P 3450 0,1,2850574,2020-11-24,08:03,49,49,49,49,20,1
DE000C1KQ5M2,FMCN,MCN,XC000A1XQ6B0,USD,FUT,20201221,,,FMCN SI 20201221 CS,,2877028,2020-11-24,08:03,1188.5,1188.5,1188.5,1188.5,2,2
DE000C2ABCG3,RWEE,RWE,DE0007037129,EUR,OPT,20201218,32,Put,RWEE SI 20201218 PS EU P 32.00 0,3,3163691,2020-11-24,08:03,0.25,0.25,0.25,0.25,1,1
DE000C2F3SB7,ALV,ALV,DE0008404005,EUR,OPT,20210618,200,Call,ALV SI 20210618 PS AM C 200.00 0,4,3256605,2020-11-24,08:03,11,11,11,11,1,1
DE000C2MFKD9,CON,CON,DE0005439004,EUR,OPT,20210618,100,Call,CON SI 20210618 PS AM C 100.00 0,2,3407980,2020-11-24,08:03,20,20,20,20,2,1
DE000C2P0V97,INN,INN,NL0011821202,EUR,OPT,20211217,8,Put,INN SI 20211217 PS AM P 8.00 0,4,3438840,2020-11-24,08:03,1.1,1.1,1.1,1.1,5,1
DE000C2URZV7,HOLN,HOLN,CH0012214059,CHF,OPT,20210618,28,Put,HOLN SI 20210618 PS AM P 28.00 0,1,3554998,2020-11-24,08:03,0.2,0.2,0.2,0.2,1,1
DE000C2W5NG1,DAI,DAI,DE0007100000,EUR,OPT,20201218,57,Call,DAI SI 20201218 PS AM C 57.00 0,2,3580474,2020-11-24,08:03,1.7,1.7,1.7,1.7,5,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:03,3497,3497,3495,3496,2019,180
DE000C25DJL0,BAS,BAS,DE000BASF111,EUR,OPT,20201218,64,Put,BAS SI 20201218 PS AM P 64.00 0,4,3741897,2020-11-24,08:03,5,5,5,5,7,1
DE000C2XZN39,SGE,SGE,FR0000130809,EUR,OPT,20201218,30,Put,SGE SI 20201218 PS AM P 30.00 0,4,3830371,2020-11-24,08:03,13.25,13.25,13.25,13.25,100,1
DE000C31BMT9,TKA,TKA,DE0007500001,EUR,OPT,20211217,7.2,Call,TKA SI 20211217 PS AM C 7.20 0,2,3898024,2020-11-24,08:03,0.6,0.65,0.6,0.65,30,2
DE000C31Y1X2,FESX,SX5E,EU0009658145,EUR,FUT,20210319,,,FESX SI 20210319 CS,,3906005,2020-11-24,08:03,3479,3479,3479,3479,1,1
DE000C3UZGJ3,ODAX,DAX,DE0008469008,EUR,OPT,20201218,12900,Put,ODAX SI 20201218 CS EU P 12900 0,1,4003142,2020-11-24,08:03,149,149,149,149,20,1
DE000C3XH6R3,BAS,BAS,DE000BASF111,EUR,OPT,20201218,62,Call,BAS SI 20201218 PS AM C 62.00 0,4,4068391,2020-11-24,08:03,0.65,0.65,0.65,0.65,4,1
DE000C3YS0G5,BAS,BAS,DE000BASF111,EUR,OPT,20210618,62,Call,BAS SI 20210618 PS AM C 62.00 0,4,4099409,2020-11-24,08:03,2.9,2.9,2.9,2.9,1,1
DE000C36P2E6,UBSN,UBSN,CH0244767585,CHF,OPT,20220617,14,Call,UBSN SI 20220617 PS AM C 14.00 0,8,4182450,2020-11-24,08:03,1.1,1.1,1.1,1.1,5,1
DE000C37C4V0,CFR,CFR,CH0210483332,CHF,OPT,20201218,58,Put,CFR SI 20201218 PS AM P 58.00 0,1,4207374,2020-11-24,08:03,0.15,0.15,0.15,0.15,10,1
DE000C4Q1DY0,ROG,ROG,CH0012032048,CHF,OPT,20201218,330,Put,ROG SI 20201218 PS AM P 330.00 0,2,4605161,2020-11-24,08:03,28.35,28.35,28.35,28.35,10,1
DE000C4QPQW2,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13550,Call,ODAX SI 20201218 CS EU C 13550 0,1,4615442,2020-11-24,08:03,116,119,116,119,2,2
DE000C4X2452,CON,CON,DE0005439004,EUR,OPT,20201218,80,Put,CON SI 20201218 PS AM P 80.00 0,2,4862414,2020-11-24,08:03,0.09,0.09,0.09,0.09,1,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:03,151.21,151.22,151.2,151.22,103,24
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:03,175.3,175.3,175.27,175.28,1395,138
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:03,135.42,135.42,135.42,135.42,466,12
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:03,112.345,112.345,112.34,112.345,629,18
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:03,226.02,226.02,225.94,225.98,87,28
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:03,169.98,169.98,169.96,169.97,302,26
DE000C4Y2592,TKA,TKA,DE0007500001,EUR,OPT,20201218,5.2,Call,TKA SI 20201218 PS AM C 5.20 0,2,4886481,2020-11-24,08:03,0.52,0.52,0.52,0.52,1,1
DE000C4YULF2,TKA,TKA,DE0007500001,EUR,OPT,20201218,4.8,Put,TKA SI 20201218 PS AM P 4.80 0,2,4911435,2020-11-24,08:03,0.14,0.14,0.14,0.14,1,1
DE000C47BPV4,F2MX,MDAX,DE0008467416,EUR,FUT,20201218,,,F2MX SI 20201218 CS,,5035767,2020-11-24,08:03,29260,29260,29225,29225,5,5
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:03,13249.5,13251.5,13236.5,13244.5,221,173
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:03,13250,13252,13238,13245,169,111
DE000C47BQ44,FESA,SXAE,EU0009658301,EUR,FUT,20201218,,,FESA SI 20201218 CS,,5035776,2020-11-24,08:03,489.7,489.7,489.7,489.7,1,1
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:03,73.6,73.6,73.4,73.6,420,12
DE000C47BQL3,FESU,SX6E,EU0009658582,EUR,FUT,20201218,,,FESU SI 20201218 CS,,5035792,2020-11-24,08:03,372.5,372.5,372.5,372.5,5,3
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:03,10499,10502,10493,10501,112,57
DE000C47BW79,FSTB,SX7P,EU0009658806,EUR,FUT,20201218,,,FSTB SI 20201218 CS,,5035983,2020-11-24,08:03,109,109,108.9,108.9,109,8
DE000C47BWA4,FSTF,SXFP,EU0009658848,EUR,FUT,20201218,,,FSTF SI 20201218 CS,,5035986,2020-11-24,08:03,587.1,587.1,587.1,587.1,5,5
DE000C47BWM9,FSTU,SX6P,EU0009658962,EUR,FUT,20201218,,,FSTU SI 20201218 CS,,5035997,2020-11-24,08:03,376.1,376.1,376.1,376.1,3,3
DE000C47BWP2,FSTX,SX5P,EU0009658160,EUR,FUT,20201218,,,FSTX SI 20201218 CS,,5035999,2020-11-24,08:03,3079,3079,3079,3079,1,1
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:03,391.5,391.5,391.3,391.4,64,16
DE000C47YCE0,SAP,SAP,DE0007164600,EUR,OPT,20210319,92,Put,SAP SI 20210319 PS AM P 92.00 0,7,5059675,2020-11-24,08:03,3.26,3.26,3.26,3.26,1,1
DE000C5AH150,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20201216,,,FVS SI 20201216 CS,,5137979,2020-11-24,08:03,20.9,20.9,20.9,20.9,26,2
DE000C5F9Z64,CON,CON,DE0005439004,EUR,OPT,20210319,120,Call,CON SI 20210319 PS AM C 120.00 0,2,5274626,2020-11-24,08:03,5.8,5.8,5.8,5.8,6,1
DE000C5GM744,CFR,CFR,CH0210483332,CHF,OPT,20201218,70,Put,CFR SI 20201218 PS AM P 70.00 0,1,5311500,2020-11-24,08:03,0.42,0.42,0.42,0.42,1,1
DE000C5M12S9,OESX,SX5E,EU0009658145,EUR,OPT,20210115,3400,Put,OESX SI 20210115 CS EU P 3400 0,1,5430126,2020-11-24,08:03,65.9,65.9,65.9,65.9,1,1
DE000C5PB193,CFR,CFR,CH0210483332,CHF,OPT,20210319,54,Put,CFR SI 20210319 PS AM P 54.00 0,1,5500559,2020-11-24,08:03,0.32,0.32,0.32,0.32,10,1
DE000C5TB6X1,TKA,TKA,DE0007500001,EUR,OPT,20201218,6.5,Call,TKA SI 20201218 PS AM C 6.50 0,2,5622642,2020-11-24,08:03,0.13,0.13,0.13,0.13,1,1
DE000C5UEVS3,SIE,SIE,DE0007236101,EUR,OPT,20201218,110,Put,SIE SI 20201218 PS AM P 110.00 0,1,5661569,2020-11-24,08:03,1.75,1.75,1.75,1.75,1,1
DE000C5UEYB3,SIE,SIE,DE0007236101,EUR,OPT,20211217,120,Call,SIE SI 20211217 PS AM C 120.00 0,1,5661656,2020-11-24,08:03,6,6,6,6,1,1
DE000C5W0X94,ABBN,ABBN,CH0012221716,CHF,OPT,20210115,25,Call,ABBN SI 20210115 PS AM C 25.00 0,2,5699025,2020-11-24,08:03,0.51,0.51,0.51,0.51,1,1
DE000C5W36F4,BAY,BAY,DE000BAY0017,EUR,OPT,20210115,48.5,Call,BAY SI 20210115 PS AM C 48.50 0,2,5701649,2020-11-24,08:03,1.99,1.99,1.99,1.99,1,1
DE000C5W36L2,BAY,BAY,DE000BAY0017,EUR,OPT,20210115,49.5,Put,BAY SI 20210115 PS AM P 49.50 0,2,5701654,2020-11-24,08:03,3.26,3.26,3.26,3.26,1,1
DE000C5WD2R5,LONN,LONN,CH0013841017,CHF,OPT,20210115,540,Put,LONN SI 20210115 PS AM P 540.00 0,4,5713076,2020-11-24,08:03,13.25,13.25,13.25,13.25,25,1
DE000C5X82J8,SIE4,SIE,DE0007236101,EUR,OPT,20201127,116,Call,SIE4 SI 20201127 PS AM C 116.00 0,1,5738264,2020-11-24,08:03,0.1,0.1,0.1,0.1,1,1
DE000C5XGAR8,SAP,SAP,DE0007164600,EUR,OPT,20201218,90,Put,SAP SI 20201218 PS AM P 90.00 0,7,5743204,2020-11-24,08:03,0.4,0.4,0.4,0.4,2,1
DE000C5YAM76,SAP,SAP,DE0007164600,EUR,OPT,20211217,135,Call,SAP SI 20211217 PS AM C 135.00 0,7,5766069,2020-11-24,08:03,2.18,2.18,2.18,2.18,2,1
DE000C5ZS246,GZF2,GZF,FR0010208488,EUR,OPT,20201211,12.6,Call,GZF2 SI 20201211 PS AM C 12.60 0,1,5805450,2020-11-24,08:03,0.17,0.17,0.17,0.17,1,1
,FGBL,,,EUR,MLEG,,,,FGBL.S.DEC20.MAR21,,72060548975427642,2020-11-24,08:03,-2.35,-2.35,-2.35,-2.35,34,2
DE000P0YXUY1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3400,Put,OESX SI 20201218 CS EU P 3400 0,1,27249,2020-11-24,08:04,36.5,36.5,36.5,36.5,20,1
DE000C2ACZV1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3050,Call,OESX SI 20201218 CS EU C 3050 0,1,27295,2020-11-24,08:04,453,453,453,453,5,1
DE000C8BMZS1,HOT,HOT,DE0006070006,EUR,OPT,20201218,84,Call,HOT SI 20201218 PS AM C 84.00 0,3,1559751,2020-11-24,08:04,1.1,1.1,1.1,1.1,10,1
DE000C8FH1R1,SAP,SAP,DE0007164600,EUR,OPT,20201218,100,Call,SAP SI 20201218 PS AM C 100.00 0,7,1862766,2020-11-24,08:04,2.06,2.06,2.06,2.06,7,1
DE000C0K9L46,TOTB,TOTB,FR0000120271,EUR,OPT,20211217,36,Call,TOTB SI 20211217 PS AM C 36.00 0,1,2190425,2020-11-24,08:04,3.22,3.22,3.22,3.22,2,1
DE000C0K9L61,TOTB,TOTB,FR0000120271,EUR,OPT,20211217,40,Call,TOTB SI 20211217 PS AM C 40.00 0,1,2190427,2020-11-24,08:04,1.61,1.61,1.61,1.61,1,1
DE000C1KQ5M2,FMCN,MCN,XC000A1XQ6B0,USD,FUT,20201221,,,FMCN SI 20201221 CS,,2877028,2020-11-24,08:04,1188.8,1188.9,1188.8,1188.9,2,2
DE000C2P0V97,INN,INN,NL0011821202,EUR,OPT,20211217,8,Put,INN SI 20211217 PS AM P 8.00 0,4,3438840,2020-11-24,08:04,1.06,1.06,1.06,1.06,10,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:04,3496,3497,3494,3495,2059,167
DE000C24AL05,SDF,SDF,DE000KSAG888,EUR,OPT,20231215,12,Call,SDF SI 20231215 PS AM C 12.00 0,3,3704371,2020-11-24,08:04,0.7,0.7,0.7,0.7,10,1
DE000C31Y1X2,FESX,SX5E,EU0009658145,EUR,FUT,20210319,,,FESX SI 20210319 CS,,3906005,2020-11-24,08:04,3481,3481,3481,3481,1,1
DE000C34DYP2,ODAX,DAX,DE0008469008,EUR,OPT,20201218,12700,Put,ODAX SI 20201218 CS EU P 12700 0,1,3972915,2020-11-24,08:04,110,110,110,110,15,1
DE000C3WPNG2,AXIG,AXI,FR0000051732,EUR,FUT,20201218,,,AXIG SI 20201218 CS,,4050539,2020-11-24,08:04,72.542,72.542,72.542,72.542,10,1
DE000C37J9N9,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13300,Call,ODAX SI 20201218 CS EU C 13300 0,1,4211103,2020-11-24,08:04,231,231,231,231,1,1
DE000C4EGSW3,TOTB,TOTB,FR0000120271,EUR,OPT,20211217,24,Put,TOTB SI 20211217 PS AM P 24.00 0,1,4384193,2020-11-24,08:04,0.73,0.73,0.73,0.73,72,1
DE000C4EGT45,TOTB,TOTB,FR0000120271,EUR,OPT,20211217,28,Call,TOTB SI 20211217 PS AM C 28.00 0,1,4384201,2020-11-24,08:04,8.9,8.9,8.9,8.9,2,1
DE000C4EGT52,TOTB,TOTB,FR0000120271,EUR,OPT,20211217,28,Put,TOTB SI 20211217 PS AM P 28.00 0,1,4384202,2020-11-24,08:04,1.35,1.35,1.35,1.35,22,1
DE000C4L3BH0,NESN,NESN,CH0038863350,CHF,OPT,20210618,98,Put,NESN SI 20210618 PS AM P 98.00 0,5,4522492,2020-11-24,08:04,3.83,3.83,3.83,3.83,45,1
DE000C4MFES6,MUV2,MUV2,DE0008430026,EUR,OPT,20201218,270,Call,MUV2 SI 20201218 PS AM C 270.00 0,7,4552712,2020-11-24,08:04,0.45,0.45,0.45,0.45,10,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:04,151.22,151.23,151.2,151.2,344,52
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:04,175.28,175.31,175.28,175.3,1539,174
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:04,135.41,135.43,135.41,135.43,372,25
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:04,112.345,112.345,112.345,112.345,1239,18
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:04,225.96,226.04,225.96,226.02,94,43
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:04,169.97,169.99,169.97,169.99,170,34
DE000C4YW566,TOTB,TOTB,FR0000120271,EUR,OPT,20211217,22,Put,TOTB SI 20211217 PS AM P 22.00 0,1,4911909,2020-11-24,08:04,0.54,0.54,0.54,0.54,72,1
DE000C454U25,REP,REP,ES0173516115,EUR,OPT,20211217,6.75,Call,REP SI 20211217 PS AM C 6.75 0,2,4966747,2020-11-24,08:04,1.9,1.9,1.9,1.9,60,1
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:04,13244.5,13248,13238,13239.5,127,108
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:04,13245,13247,13238,13241,84,58
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:04,73.6,73.6,73.5,73.5,260,11
